NORDEN,IDHOGAR,TMUNI,NHOGAR,EHOGAR,SEXO,EDAD,NACIONALIDAD,ESTUDIANTE,REGLADO,NOREGLADO,Nivel_estudios,Nivel_estudios_especifico,Tipo_educacion,Localización_Centro,importe_matricula_clases,servicio_comedor,importe_comedor,servicio_transporte,importe_transporte,servicio_alojamiento,importe_alojamiento,servicio_ampliacion_horario,importe_ampliacion_horario,servicio_clases_apoyo,importe_clases_apoyo,servicio_actividades_extraescolares,importe_actividades_extraescolares,servicio_actividades_complementarias,importe_actividades_complementarias,servicio_cuota_ampa,importe_cuota_ampa,servicio_otros,importe_otros_servicios,servicio_clases_particulares,importe_clases_particulares,importe_escuela_idiomas,importe_estudios_idiomas_no_reglados,importe_ensenanzas_artisticas,importe_oposiciones_pruebas_acceso,importe_otros_estudios,gasto_libros,importe_libros,gasto_fotocopias,importe_fotocopias,gasto_uniformes,importe_uniformes,gasto_papeleria,importe_papeleria,gasto_muebles_accesorios,importe_muebles_accesorios,gasto_productos_informaticos,importe_productos_informaticos,gasto_otros_bienes,importe_otros_bienes,gasto_total_educacion,gasto_total_servicios,gasto_total_servicios_reglados,gasto_total_servicios_no_reglados,gasto_total_bienes,FACTOR
98760,44,<10.000 habitantes,4,2,Hombre,12,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,12,2,0,2,0,2,0,0,0,0,0,0,1,55,2,0,1,40,1,100,2,0,2,0,1,27,234,12,12,0,222,2869.393716
98776,44,<10.000 habitantes,4,2,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,30,1,12,2,0,2,0,0,0,0,0,0,1,10,2,0,2,0,1,110,2,0,2,0,2,0,162,42,42,0,120,2869.393716
24190,45,100.000-499.999 habitantes,3,1,Hombre,30,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,1200,1,60,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,180,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,1,55,1495,1440,1260,180,55,1920.615562
24232,46,100.000-499.999 habitantes,5,1,Mujer,6,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,360,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,5,2,0,1,240,0,0,0,0,0,2,0,2,0,2,0,1,200,2,0,2,0,2,0,805,605,605,0,200,2198.630949
46650,47,100.000-499.999 habitantes,4,2,Mujer,8,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,0,1,20,2,0,1,40,2,0,2,0,2,0,60,0,0,0,60,1531.386819
46663,47,100.000-499.999 habitantes,4,2,Mujer,3,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,110,1,15,1,25,2,0,2,0,2,0,2,0,150,0,0,0,150,1531.386819
24285,48,10.000-49.999 habitantes,4,1,Mujer,23,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,1161,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,100,2,0,1,60,2,0,2,0,2,0,1321,1161,1161,0,160,1270.416406
46724,49,<10.000 habitantes,4,2,Mujer,20,Española,Sí,Sí,No,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,600,0,0,0,0,0,1,100,1,120,2,0,1,25,2,0,1,70,2,0,915,600,600,0,315,1229.440717
46730,49,<10.000 habitantes,4,2,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,300,0,0,0,0,0,2,0,1,70,2,0,1,40,1,15,2,0,2,0,425,300,300,0,125,1229.440717
98782,50,100.000-499.999 habitantes,3,3,Mujer,34,Española,Sí,Sí,Sí,Educación Secundaria,Otros estudios de educación secundaria,Enseñanza pública,Municipio Residencia,115,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,115,7200,0,9000,0,1,360,1,40,2,0,1,50,2,0,2,0,2,0,16765,16315,115,16200,450,3079.322258
98795,50,100.000-499.999 habitantes,3,3,Hombre,37,Española,Sí,Sí,Sí,Educación Secundaria,Otros estudios de educación secundaria,Enseñanza pública,Municipio Residencia,400,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,400,0,0,0,120,2,0,1,20,2,0,1,35,2,0,2,0,2,0,575,520,400,120,55,3079.322258
98809,50,100.000-499.999 habitantes,3,3,Hombre,4,Española,Sí,Sí,Sí,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,1,10,2,0,2,0,0,0,300,0,0,1,140,2,0,2,0,2,0,2,0,2,0,2,0,450,310,10,300,140,3079.322258
98837,51,100.000-499.999 habitantes,3,1,Mujer,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,40,2,0,1,5,2,0,0,0,0,0,0,1,350,2,0,1,20,1,50,2,0,2,0,2,0,465,45,45,0,420,1595.986585
98868,52,100.000-499.999 habitantes,4,2,Hombre,13,Española,Sí,Sí,Sí,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,197,2,0,2,0,2,0,2,0,2,0,1,150,1,85,1,30,2,0,1,192,0,192,0,0,0,1,105,1,20,2,0,1,120,2,0,1,710,1,40,1841,846,654,192,995,1914.143706
98874,52,100.000-499.999 habitantes,4,2,Mujer,7,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,405,2,0,2,0,2,0,2,0,2,0,1,120,2,0,1,20,2,0,1,270,0,270,250,250,0,1,153,2,0,1,50,1,110,2,0,2,0,2,0,1898,1585,815,770,313,1914.143706
67479,53,100.000-499.999 habitantes,2,1,Hombre,67,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,170,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,400,2,0,2,0,1,10,2,0,2,0,2,0,580,170,170,0,410,1912.134613
67518,54,100.000-499.999 habitantes,4,2,Hombre,26,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,800,1,840,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,200,0,0,0,0,0,1,70,1,30,2,0,1,40,1,250,1,150,2,0,2380,1840,1840,0,540,2017.731788
67523,54,100.000-499.999 habitantes,4,2,Hombre,24,Española,Sí,Sí,Sí,Educación Superior,Estudios Universitarios,Enseñanza pública,Municipio Residencia,3220,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,960,0,165,0,960,0,1,349,1,40,2,0,1,50,2,0,1,35,1,60,5839,5305,4180,1125,534,2017.731788
67655,55,10.000-49.999 habitantes,4,2,Hombre,14,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,1,180,2,0,2,0,2,0,2,0,2,0,1,50,2,0,2,0,0,0,0,0,0,1,210,1,10,2,0,1,40,2,0,1,1000,2,0,1490,230,230,0,1260,1886.212014
67668,55,10.000-49.999 habitantes,4,2,Hombre,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,540,2,0,2,0,2,0,2,0,2,0,1,30,1,30,2,0,2,0,0,0,0,0,0,1,150,2,0,2,0,2,0,1,100,2,0,2,0,850,600,600,0,250,1886.212014
67674,56,10.000-49.999 habitantes,3,2,Hombre,52,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,100,1,40,2,0,1,40,2,0,2,0,2,0,680,500,500,0,180,2658.898757
67693,56,10.000-49.999 habitantes,3,2,Hombre,24,Española,Sí,Sí,Sí,Educación Superior,Ciclos Formativos de Grado Superior,Enseñanza pública,Misma Provincia,200,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,120,0,0,0,1,240,1,40,2,0,1,50,1,100,1,300,2,0,1050,320,200,120,730,2658.898757
67729,57,<10.000 habitantes,3,1,Hombre,7,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,480,2,0,2,0,2,0,2,0,1,30,1,70,1,20,2,0,2,0,0,150,0,0,0,1,60,2,0,1,45,1,30,2,0,2,0,2,0,885,750,600,150,135,2724.742143
653,58,10.000-49.999 habitantes,4,3,Mujer,49,Española,Sí,Sí,No,Educación Secundaria,Otros estudios de educación secundaria,Enseñanza pública,Municipio Residencia,90,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,90,0,0,0,0,1,20,2,0,2,0,1,150,2,0,2,0,2,0,260,90,90,0,170,2228.710842
672,58,10.000-49.999 habitantes,4,3,Hombre,12,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,240,1,180,2,0,2,0,2,0,2,0,2,0,2,0,1,12,2,0,2,0,0,0,0,0,0,1,25,2,0,1,40,1,20,2,0,2,0,2,0,517,432,432,0,85,2228.710842
688,58,10.000-49.999 habitantes,4,3,Mujer,10,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,240,1,150,2,0,2,0,2,0,2,0,2,0,2,0,1,12,2,0,2,0,0,0,180,0,0,1,20,2,0,1,30,1,15,2,0,2,0,2,0,647,582,402,180,65,2228.710842
770,59,100.000-499.999 habitantes,4,2,Mujer,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,25,2,0,2,0,2,0,0,0,0,0,0,1,25,2,0,2,0,1,20,2,0,2,0,2,0,70,25,25,0,45,1717.179912
786,59,100.000-499.999 habitantes,4,2,Mujer,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,25,2,0,2,0,2,0,0,0,0,0,0,1,20,2,0,2,0,1,20,2,0,2,0,2,0,65,25,25,0,40,1717.179912
799,60,100.000-499.999 habitantes,4,3,Mujer,46,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Otra CA,500,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,200,2,0,2,0,1,50,2,0,1,700,2,0,1450,500,500,0,950,1495.004791
810,60,100.000-499.999 habitantes,4,3,Mujer,8,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,360,2,0,2,0,2,0,2,0,2,0,1,40,1,40,2,0,2,0,0,234,0,0,0,1,65,2,0,1,200,1,20,2,0,2,0,2,0,959,674,440,234,285,1495.004791
825,60,100.000-499.999 habitantes,4,3,Hombre,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,480,2,0,2,0,2,0,2,0,2,0,1,335,1,40,2,0,2,0,0,234,0,0,0,1,35,2,0,1,200,1,50,2,0,1,400,2,0,1774,1089,855,234,685,1495.004791
862,61,100.000-499.999 habitantes,5,2,Mujer,14,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,25,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,23,2,0,2,0,0,0,0,0,0,1,45,1,80,1,20,1,35,2,0,2,0,1,40,268,48,48,0,220,2465.51214
878,61,100.000-499.999 habitantes,5,2,Mujer,3,Española,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,500,1,18,2,0,2,0,0,0,0,0,0,2,0,2,0,1,10,1,70,2,0,2,0,2,0,598,518,518,0,80,2465.51214
67753,62,100.000-499.999 habitantes,4,2,Hombre,18,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza concertada,Municipio Residencia,64,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,2,0,2,0,0,0,0,0,0,1,250,1,20,2,0,1,30,2,0,2,0,2,0,384,84,84,0,300,1595.596155
67766,62,100.000-499.999 habitantes,4,2,Mujer,12,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,30,1,150,2,0,2,0,2,0,2,0,2,0,1,20,1,125,2,0,2,0,0,342,222,0,0,2,0,1,10,1,40,1,20,1,80,1,10,2,0,1049,889,325,564,160,1595.596155
67812,63,100.000-499.999 habitantes,3,1,Hombre,7,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,450,2,0,2,0,2,0,2,0,1,252,1,30,1,18,2,0,2,0,0,0,0,0,0,2,0,1,10,2,0,1,70,2,0,2,0,2,0,830,750,750,0,80,2728.374682
67848,64,10.000-49.999 habitantes,5,3,Hombre,17,Española,Sí,Sí,No,Educación Secundaria,Bachillerato,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,175,1,30,2,0,2,0,0,0,0,0,0,1,130,1,12,2,0,1,5,2,0,2,0,2,0,352,205,205,0,147,2871.071616
67851,64,10.000-49.999 habitantes,5,3,Hombre,16,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,70,1,30,1,20,2,0,0,0,0,0,0,1,90,1,15,1,64,1,20,2,0,2,0,1,25,334,120,120,0,214,2871.071616
67864,64,10.000-49.999 habitantes,5,3,Hombre,8,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,150,2,0,2,0,2,0,2,0,2,0,1,25,1,30,2,0,2,0,0,0,0,0,0,1,55,1,12,2,0,1,80,2,0,2,0,2,0,352,205,205,0,147,2871.071616
67899,65,10.000-49.999 habitantes,4,2,Hombre,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,350,2,0,2,0,2,0,2,0,2,0,1,180,1,20,1,30,2,0,2,0,0,0,0,0,0,1,470,2,0,1,200,1,100,2,0,2,0,2,0,1350,580,580,0,770,2223.541157
67903,65,10.000-49.999 habitantes,4,2,Hombre,8,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,1000,2,0,2,0,2,0,2,0,2,0,1,120,1,60,1,30,2,0,2,0,0,0,0,0,0,1,380,2,0,1,200,1,60,2,0,2,0,2,0,1850,1210,1210,0,640,2223.541157
67946,66,50.000-99.999 habitantes,5,2,Mujer,19,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,15,1,15,1,65,2,0,0,0,0,0,0,2,0,1,40,2,0,1,25,2,0,1,499,2,0,659,95,95,0,564,4049.908489
67959,66,50.000-99.999 habitantes,5,2,Mujer,19,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,13,2,0,1,39,2,0,0,0,0,0,0,2,0,1,20,2,0,1,25,2,0,2,0,2,0,97,52,52,0,45,4049.908489
24319,67,50.000-99.999 habitantes,4,2,Hombre,18,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,900,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,50,2,0,1,50,2,0,2,0,2,0,1000,900,900,0,100,2431.564711
24324,67,50.000-99.999 habitantes,4,2,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,125,2,0,2,0,2,0,2,0,2,0,2,0,1,40,2,0,1,80,2,0,0,0,0,0,0,1,70,1,10,1,400,1,80,2,0,2,0,2,0,805,245,245,0,560,2431.564711
24358,68,50.000-99.999 habitantes,4,2,Hombre,19,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma CA,439,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,62,2,0,0,0,0,0,0,1,25,1,25,2,0,1,40,2,0,2,0,2,0,591,501,501,0,90,1503.475436
24361,68,50.000-99.999 habitantes,4,2,Mujer,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,1,18,2,0,2,0,2,0,2,0,1,470,2,0,2,0,1,282,0,0,0,0,0,2,0,1,20,1,15,1,35,1,29,1,350,2,0,1219,770,770,0,449,1503.475436
24396,69,50.000-99.999 habitantes,4,2,Mujer,12,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,300,2,0,2,0,2,0,2,0,2,0,2,0,1,15,1,35,1,10,1,600,0,0,300,0,0,1,0,2,0,1,300,1,100,1,75,1,500,2,0,2235,1260,960,300,975,2145.370097
24400,69,50.000-99.999 habitantes,4,2,Hombre,8,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,300,1,14,2,0,2,0,2,0,2,0,2,0,2,0,1,35,2,0,2,0,0,0,0,0,0,1,100,2,0,1,300,1,50,2,0,2,0,2,0,799,349,349,0,450,2145.370097
24417,70,50.000-99.999 habitantes,3,2,Hombre,12,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,120,1,600,1,40,2,0,1,270,0,0,0,0,0,1,300,2,0,2,0,1,50,2,0,2,0,2,0,1380,1030,1030,0,350,1945.923168
24469,71,50.000-99.999 habitantes,4,2,Hombre,16,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza concertada,Municipio Residencia,375,2,0,2,0,2,0,2,0,2,0,1,132,1,100,1,15,2,0,1,336,0,240,0,0,0,1,210,1,30,2,0,1,100,2,0,2,0,1,50,1588,1198,958,240,390,1641.805581
24475,71,50.000-99.999 habitantes,4,2,Mujer,12,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza concertada,Municipio Residencia,115,2,0,2,0,2,0,2,0,2,0,1,102,1,100,1,15,2,0,2,0,0,168,0,0,0,1,200,1,30,1,150,1,100,2,0,2,0,1,50,1030,500,332,168,530,1641.805581
24535,72,100.000-499.999 habitantes,4,2,Mujer,14,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,60,1,30,1,15,2,0,1,528,0,240,60,0,0,1,0,2,0,2,0,1,30,2,0,2,0,2,0,963,933,633,300,30,1278.824061
24540,72,100.000-499.999 habitantes,4,2,Hombre,11,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,480,2,0,2,0,2,0,2,0,2,0,1,30,1,15,2,0,1,240,0,240,0,0,0,1,0,2,0,2,0,1,20,2,0,2,0,2,0,1025,1005,765,240,20,1278.824061
24572,73,100.000-499.999 habitantes,4,2,Hombre,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,1,10,2,0,2,0,0,0,0,0,0,1,0,2,0,2,0,1,33,2,0,2,0,2,0,63,30,30,0,33,1502.407416
24588,73,100.000-499.999 habitantes,4,2,Mujer,9,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,360,2,0,2,0,2,0,2,0,2,0,1,25,1,10,2,0,2,0,0,0,0,0,0,1,20,2,0,2,0,1,20,2,0,2,0,2,0,435,395,395,0,40,1502.407416
24605,74,100.000-499.999 habitantes,3,3,Hombre,18,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,0,1,60,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,420,0,0,0,0,0,1,70,1,70,2,0,1,50,2,0,1,900,2,0,1570,480,480,0,1090,2607.519626
24612,74,100.000-499.999 habitantes,3,3,Hombre,16,Española,Sí,Sí,Sí,Educación Secundaria,Bachillerato,Enseñanza concertada,Municipio Residencia,1600,2,0,2,0,2,0,2,0,2,0,2,0,1,80,1,30,1,70,2,0,0,240,0,0,0,1,410,2,0,2,0,2,0,2,0,2,0,2,0,2430,2020,1780,240,410,2607.519626
24648,75,100.000-499.999 habitantes,3,1,Mujer,26,Española,Sí,Sí,No,Educación Superior,Estudios Universitarios,Enseñanza pública,Misma Provincia,800,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,1,120,2,0,2,0,2,0,2,0,2,0,2,0,920,800,800,0,120,2532.246415
24670,76,100.000-499.999 habitantes,3,1,Hombre,5,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza concertada,Municipio Residencia,1620,1,1080,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2700,2700,2700,0,0,3106.913378
24731,78,100.000-499.999 habitantes,4,2,Hombre,10,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,905,2,0,2,0,2,0,2,0,2,0,2,0,1,60,1,17,2,0,2,0,0,0,0,0,0,2,0,2,0,1,100,2,0,2,0,2,0,2,0,1082,982,982,0,100,2360.439659
24746,78,100.000-499.999 habitantes,4,2,Hombre,7,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza concertada,Municipio Residencia,905,2,0,2,0,2,0,2,0,2,0,1,84,1,60,1,17,2,0,2,0,0,0,0,0,0,2,0,2,0,1,100,2,0,2,0,1,150,2,0,1316,1066,1066,0,250,2360.439659
24778,79,100.000-499.999 habitantes,4,2,Hombre,18,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Municipio Residencia,65,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,2,0,1,5,1,35,1,50,1,15,2,0,2,0,170,65,65,0,105,1832.698231
24784,79,100.000-499.999 habitantes,4,2,Hombre,12,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,15,2,0,2,0,2,0,2,0,2,0,1,0,1,20,1,15,1,12,2,0,0,0,0,0,0,1,8,1,5,1,35,1,50,2,0,2,0,2,0,160,62,62,0,98,1832.698231
46745,80,100.000-499.999 habitantes,3,3,Mujer,43,Española,Sí,Sí,No,Educación Secundaria,Otros estudios de educación secundaria,Enseñanza pública,Municipio Residencia,91,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,91,0,0,0,0,1,91,2,0,2,0,2,0,2,0,2,0,2,0,182,91,91,0,91,2185.34748
46758,80,100.000-499.999 habitantes,3,3,Hombre,8,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,50,1,300,2,0,2,0,2,0,2,0,1,252,1,70,1,16,2,0,2,0,0,0,0,0,0,1,30,2,0,2,0,2,0,2,0,2,0,2,0,718,688,688,0,30,2185.34748
46761,80,100.000-499.999 habitantes,3,3,Hombre,5,Española,Sí,Sí,No,Educación Infantil,2º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,60,1,300,2,0,2,0,2,0,2,0,1,150,1,50,1,16,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,576,576,576,0,0,2185.34748
46796,81,100.000-499.999 habitantes,4,2,Hombre,14,Española,Sí,Sí,Sí,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,15,2,0,2,0,2,0,2,0,1,0,2,0,1,40,1,25,2,0,2,0,0,288,0,0,0,1,120,1,10,2,0,1,40,1,30,1,15,1,30,613,368,80,288,245,1918.68041
46800,81,100.000-499.999 habitantes,4,2,Hombre,9,Española,Sí,Sí,Sí,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,1,600,2,0,2,0,1,0,2,0,1,150,1,30,1,25,2,0,2,0,0,360,0,0,0,1,140,2,0,2,0,2,0,2,0,2,0,1,30,1335,1165,805,360,170,1918.68041
46838,82,100.000-499.999 habitantes,5,3,Mujer,15,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,10,2,0,2,0,2,0,2,0,2,0,2,0,1,464,1,9,2,0,1,300,0,0,0,0,0,1,360,2,0,1,50,1,100,2,0,1,15,2,0,1308,783,783,0,525,2198.082104
46843,82,100.000-499.999 habitantes,5,3,Hombre,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,10,2,0,2,0,2,0,2,0,2,0,2,0,1,50,1,9,2,0,1,300,0,0,0,0,0,1,310,1,50,1,30,1,100,1,150,2,0,2,0,1009,369,369,0,640,2198.082104
46856,82,100.000-499.999 habitantes,5,3,Hombre,13,Española,Sí,Sí,No,Educación Secundaria,Educación Secundaria Obligatoria (ESO),Enseñanza pública,Municipio Residencia,10,2,0,2,0,2,0,2,0,2,0,2,0,1,50,1,9,2,0,1,300,0,0,0,0,0,1,85,1,10,1,30,1,100,1,150,2,0,2,0,744,369,369,0,375,2198.082104
46881,83,100.000-499.999 habitantes,4,2,Hombre,7,Española,Sí,Sí,No,Educación Primaria,Educación Primaria,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,1,228,1,40,1,15,2,0,2,0,0,0,0,0,0,1,35,2,0,2,0,1,35,2,0,2,0,2,0,353,283,283,0,70,1918.68041
46894,83,100.000-499.999 habitantes,4,2,Hombre,3,Española,Sí,Sí,No,Educación Infantil,1º Ciclo de Educación Infantil,Enseñanza pública,Municipio Residencia,0,2,0,2,0,2,0,2,0,2,0,2,0,1,10,1,15,2,0,2,0,0,0,0,0,0,2,0,2,0,2,0,1,150,2,0,2,0,2,0,175,25,25,0,150,1918.68041
24844,84,<10.000 habitantes,4,2,Hombre,20,Española,Sí,Sí,No,Educación Secundaria,Ciclos Formativos de FP,Enseñanza pública,Misma Provincia,50,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,20,2,0,2,0,0,0,0,0,0,2,0,1,20,2,0,1,40,2,0,2,0,1,150,280,70,70,0,210,2450.667603
